0,1.770,1.772,0.273,0
1,2.321,2.322,0.229,0
2,2.456,2.457,0.280,0
3,2.768,2.769,1.279,0
4,2.937,2.937,0.524,0
5,3.723,3.724,2.097,0
6,4.288,4.289,0.040,0
7,5.578,5.580,1.278,0
8,5.816,5.816,1.956,0
9,9.483,9.486,1.776,0
10,10.122,10.123,0.125,0
11,11.283,11.284,0.248,0
12,11.633,11.634,1.444,0
13,12.067,12.067,0.069,0
14,12.897,12.898,0.472,0
15,13.667,13.668,0.436,0
16,15.603,15.605,0.766,0
17,16.632,16.633,0.875,0
18,16.649,16.649,0.524,0
19,16.744,16.745,0.407,0
20,16.779,16.779,0.229,0
21,18.043,18.044,0.036,0
22,19.024,19.026,0.076,0
23,19.350,19.351,0.500,0
24,19.643,19.643,2.540,0
25,19.995,19.996,2.004,0
26,20.370,20.370,0.958,0
27,22.237,22.239,1.730,0
28,23.388,23.389,0.607,0
29,23.704,23.705,6.264,0
30,23.767,23.767,0.258,0
31,24.460,24.461,0.160,0
32,24.614,24.615,0.225,0
33,24.803,24.804,0.277,0
34,24.926,24.926,0.037,0
35,25.800,25.801,0.409,0
36,27.304,27.305,0.001,0
37,27.660,27.660,0.013,0
38,27.830,27.830,0.364,0
39,28.053,28.053,1.745,0
40,28.921,28.922,0.018,0
41,30.321,30.323,0.160,0
42,32.346,32.348,0.704,0
43,32.912,32.913,0.771,0
44,33.765,33.766,0.513,0
45,34.298,34.299,1.373,0
46,34.444,34.445,2.468,0
47,40.739,40.746,0.317,0
48,41.022,41.023,0.441,0
49,41.904,41.906,0.887,0
50,43.470,43.471,0.468,0
51,44.247,44.248,0.208,0
52,44.989,44.990,1.856,0
53,47.076,47.079,0.131,0
54,48.045,48.045,0.556,0
55,48.515,48.516,0.224,0
56,49.110,49.111,0.301,0
57,49.808,49.809,0.679,0
58,49.893,49.894,0.965,0
59,50.388,50.389,0.778,0
60,50.656,50.657,1.124,0
61,50.763,50.764,0.065,0
62,53.468,53.471,2.071,0
63,54.055,54.056,1.379,0
64,54.615,54.616,0.527,0
65,56.059,56.061,0.001,0
66,57.308,57.310,0.299,0
67,57.832,57.833,2.078,0
68,58.352,58.353,0.118,0
69,60.056,60.058,0.356,0
70,61.558,61.560,0.673,0
71,63.002,63.004,1.154,0
72,63.371,63.372,0.813,0
73,64.355,64.357,0.422,0
74,64.779,64.780,0.068,0
75,65.221,65.221,0.253,0
76,65.502,65.502,0.104,0
77,66.018,66.018,0.451,0
78,67.395,67.396,0.968,0
79,68.634,68.636,1.361,0
80,69.034,69.034,2.985,0
81,70.728,70.730,3.451,0
82,72.514,72.516,0.469,0
83,72.561,72.561,0.253,0
84,74.596,74.598,0.264,0
85,76.759,76.761,0.423,0
86,77.004,77.005,0.332,0
87,79.014,79.016,1.220,0
88,80.645,80.647,0.455,0
89,81.213,81.214,1.973,0
90,83.089,83.091,0.541,0
91,84.673,84.675,0.372,0
92,84.878,84.879,2.602,0
93,84.998,84.998,0.059,0
94,85.062,85.062,0.008,0
95,88.698,88.702,1.022,0
96,89.054,89.054,0.533,0
97,90.480,90.482,0.360,0
98,90.586,90.587,0.724,0
99,90.863,90.864,2.054,0
100,92.210,92.211,0.603,0
101,93.106,93.107,2.358,0
102,94.535,94.537,0.517,0
103,97.104,97.107,1.821,0
104,97.867,97.867,0.309,0
105,98.568,98.569,2.389,0
106,99.672,99.674,2.346,0
107,101.902,101.905,1.666,0
108,101.982,101.983,0.593,0
109,102.659,102.660,0.251,0
110,103.059,103.059,0.110,0
111,103.393,103.393,2.319,0
112,104.176,104.177,0.961,0
113,107.028,107.031,2.002,0
114,109.790,109.793,0.617,0
115,115.610,115.612,0.100,0
116,115.646,115.647,0.190,0
117,116.031,116.031,0.244,0
118,117.018,117.018,0.184,0
119,119.116,119.118,0.789,0
120,119.892,119.893,0.355,0
121,120.579,120.580,1.210,0
122,121.572,121.574,0.048,0
123,121.805,121.806,0.981,0
124,122.650,122.651,0.229,0
125,124.067,124.069,0.459,0
126,124.781,124.782,0.064,0
127,127.071,127.073,0.938,0
128,127.086,127.086,2.123,0
129,127.331,127.331,0.126,0
130,127.950,127.951,1.005,0
131,128.696,128.697,0.299,0
132,129.446,129.447,0.042,0
133,129.642,129.643,0.913,0
134,130.057,130.058,0.141,0
135,130.135,130.135,1.078,0
136,130.989,130.991,0.053,0
137,132.165,132.166,0.340,0
138,134.340,134.342,0.290,0
139,134.399,134.399,3.522,0
140,136.674,136.677,3.153,0
141,137.058,137.059,1.287,0
142,137.493,137.493,0.638,0
143,137.950,137.951,2.119,0
144,137.965,137.965,3.749,0
145,139.979,139.981,0.534,0
146,140.588,140.589,0.773,0
147,140.623,140.623,0.203,0
148,140.694,140.694,2.053,0
149,141.662,141.663,1.306,0
150,142.143,142.144,0.680,0
151,143.422,143.424,0.811,0
152,143.527,143.527,0.516,0
153,143.873,143.874,1.017,0
154,144.198,144.198,0.171,0
155,145.281,145.282,0.602,0
156,146.069,146.070,0.659,0
157,147.484,147.486,0.470,0
158,148.048,148.049,1.158,0
159,148.489,148.490,1.918,0
160,149.392,149.393,1.752,0
161,149.722,149.723,0.148,0
162,149.814,149.814,2.355,0
163,150.078,150.079,0.089,0
164,151.125,151.127,0.380,0
165,152.739,152.741,0.846,0
166,153.682,153.683,0.252,0
167,153.782,153.782,0.155,0
168,153.811,153.811,0.258,0
169,154.466,154.467,1.108,0
170,155.011,155.011,0.824,0
171,155.057,155.057,0.119,0
172,156.283,156.284,0.132,0
173,157.150,157.150,0.133,0
174,159.728,159.730,1.226,0
175,160.002,160.003,0.910,0
176,161.110,161.111,0.023,0
177,161.586,161.586,0.466,0
178,162.073,162.073,0.875,0
179,163.023,163.024,0.462,0
180,163.261,163.261,0.188,0
181,164.435,164.436,0.188,0
182,164.971,164.972,1.644,0
183,165.645,165.646,0.725,0
184,165.931,165.932,0.812,0
185,166.163,166.164,1.978,0
186,166.978,166.979,0.394,0
187,168.085,168.087,2.239,0
188,168.718,168.719,2.562,0
189,169.890,169.891,0.104,0
190,170.062,170.063,3.569,0
191,170.597,170.598,1.125,0
192,172.917,172.920,1.973,0
193,174.444,174.445,0.887,0
194,175.057,175.058,0.327,0
195,175.674,175.675,0.242,0
196,175.924,175.924,0.748,0
197,178.734,178.737,0.105,0
198,179.713,179.714,3.914,0
199,182.480,182.483,0.738,0
200,184.417,184.419,1.505,0
201,185.796,185.798,1.168,0
202,185.967,185.967,1.628,0
203,187.761,187.764,0.220,0
204,189.155,189.157,1.395,0
205,190.164,190.165,0.157,0
206,192.290,192.293,1.421,0
207,192.804,192.805,0.622,0
208,193.201,193.202,0.629,0
209,194.572,194.574,2.009,0
210,195.200,195.201,2.007,0
211,196.174,196.175,1.310,0
212,199.891,199.896,1.234,0
213,200.565,200.566,1.284,0
214,200.747,200.748,2.877,0
215,201.791,201.792,2.049,0
216,201.977,201.978,0.466,0
217,201.979,201.980,1.896,0
218,202.269,202.270,0.245,0
219,203.959,203.961,2.564,0
220,203.962,203.963,0.040,0
221,204.849,204.850,2.646,0
222,205.212,205.212,0.767,0
223,206.287,206.288,0.292,0
224,207.615,207.616,0.457,0
225,209.372,209.374,3.253,0
226,209.793,209.794,0.983,0
227,209.824,209.824,0.114,0
228,210.961,210.962,1.804,0
229,213.577,213.580,0.277,0
230,214.234,214.235,0.862,0
231,214.491,214.492,0.142,0
232,215.145,215.146,0.725,0
233,215.926,215.927,0.144,0
234,216.716,216.717,0.971,0
235,218.164,218.165,0.534,0
236,219.157,219.158,0.200,0
237,219.252,219.252,1.571,0
238,221.382,221.385,1.699,0
239,221.577,221.577,0.080,0
240,223.146,223.147,3.680,0
241,223.523,223.523,0.122,0
242,223.837,223.837,0.167,0
243,227.123,227.127,0.293,0
244,227.412,227.413,0.264,0
245,228.368,228.369,0.375,0
246,229.486,229.487,0.304,0
247,230.466,230.467,0.561,0
248,231.270,231.271,0.524,0
249,231.803,231.804,0.132,0
